Wall time,Step,Value
1733741822.7752943,49,0.707663357257843
1733741831.8040843,99,0.5733767151832581
1733741840.8284578,149,0.6048343539237976
1733741849.8359392,199,0.4656311273574829
1733741858.9466786,249,0.4367882311344147
1733741867.982543,299,0.42039063572883606
1733741877.0108542,349,0.4063052833080292
1733741886.037118,399,0.39894992113113403
1733741895.1510718,449,0.39320504665374756
1733741904.1772628,499,0.3845303952693939
1733741913.2048893,549,0.38127830624580383
1733741922.2301805,599,0.4756176233291626
1733741931.257005,649,0.371112197637558
1733741940.283646,699,0.369234174489975
1733741949.3103578,749,0.36646032333374023
1733741958.335619,799,0.36245059967041016
1733741967.3607018,849,0.3584463596343994
1733741976.3879972,899,0.3537966012954712
1733741985.4130182,949,0.4513185381889343
1733741994.4406075,999,0.34839028120040894
1733742003.4650126,1049,0.3471972346305847
1733742012.4918983,1099,0.34560078382492065
1733742021.5190763,1149,0.34401199221611023
1733742030.5421345,1199,0.34230467677116394
1733742039.5711007,1249,0.4400692939758301
1733742048.6033025,1299,0.3386504650115967
1733742057.6312785,1349,0.3370244801044464
1733742066.6573036,1399,0.3355861306190491
1733742075.6841242,1449,0.3346487581729889
1733742084.7093663,1499,0.3336544632911682
1733742093.7365878,1549,0.33281996846199036
1733742102.7953315,1599,0.3320176601409912
1733742111.8316865,1649,0.23107322454452515
1733742120.8580887,1699,0.3300732374191284
1733742129.8828733,1749,0.32818952202796936
1733742138.909988,1799,0.32680946588516235
1733742147.9433806,1849,0.32523199915885925
1733742156.9692328,1899,0.3243440091609955
1733742165.9931397,1949,0.3229714035987854
1733742175.019375,1999,0.3219868838787079
1733742184.045555,2049,0.3212423324584961
1733742193.076726,2099,0.3202328383922577
1733742202.1058886,2149,0.319569855928421
1733742211.135405,2199,0.3186383843421936
1733742220.1614413,2249,0.1793615221977234
1733742229.188072,2299,0.31736135482788086
1733742238.2137036,2349,0.31647416949272156
1733742247.261528,2399,0.31534621119499207
1733742256.5576062,2449,0.3144893944263458
1733742265.867507,2499,0.31377583742141724
1733742275.1903746,2549,0.31337785720825195
1733742284.5119643,2599,0.3124861717224121
1733742293.8281279,2649,0.3113998472690582
1733742349.3899817,2699,0.28016942739486694
1733742358.860864,2749,0.2686789631843567
1733742368.3133163,2799,0.27244701981544495
1733742377.7870026,2849,0.2725306749343872
1733742387.256158,2899,0.2722986340522766
1733742396.7368999,2949,0.27662137150764465
1733742406.2026303,2999,0.27691230177879333
1733742415.654048,3049,0.2756689786911011
1733742425.1239552,3099,0.27501463890075684
1733742434.6113403,3149,0.2741135060787201
1733742444.0873523,3199,0.27373361587524414
1733742453.5680838,3249,0.2720392048358917
1733742463.0635338,3299,0.27353808283805847
1733742472.558469,3349,0.27343812584877014
1733742482.0406647,3399,0.27238866686820984
1733742491.5287235,3449,0.2716422975063324
1733742501.0004642,3499,0.27117112278938293
1733742510.4754167,3549,0.2701044976711273
1733742519.9518993,3599,0.2706751823425293
1733742529.4274056,3649,0.27089521288871765
1733742538.9093924,3699,0.2700682282447815
1733742548.3953817,3749,0.26888057589530945
1733742557.885582,3799,0.2684079706668854
1733742567.3672097,3849,0.2677507698535919
1733742576.8334649,3899,0.26679930090904236
1733742586.3148131,3949,0.26630666851997375
1733742595.816313,3999,0.2655671238899231
1733742605.3024073,4049,0.26466456055641174
1733742614.7892346,4099,0.2640727460384369
1733742624.2821906,4149,0.26376965641975403
1733742633.784578,4199,0.26373401284217834
1733742643.271139,4249,0.2628030478954315
